CustomerID,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_AvgScore,TotalOrders,TotalItemsBought,AvgOrderValue,CustomerLifespanDays,Churned,Cluster,Segment
17192,United Kingdom,536,1,77.83,5,2,1,2.6666666666666665,1,46,3.71,0,1,2,Hibernating
15753,United Kingdom,304,1,79.2,4,1,1,2.0,1,144,79.2,0,1,2,Hibernating
14007,United Kingdom,512,1,79.48,5,1,1,2.3333333333333335,1,16,15.9,0,1,2,Hibernating
14589,United Kingdom,371,1,79.5,4,1,1,2.0,1,10,13.25,0,1,2,Hibernating
16165,United Kingdom,505,1,79.9,5,1,1,2.3333333333333335,1,2,79.9,0,1,2,Hibernating
14190,United Kingdom,666,1,79.9,5,2,1,2.6666666666666665,1,2,79.9,0,1,2,Hibernating
15131,United Kingdom,394,1,80.28,4,1,1,2.0,1,88,11.47,0,1,2,Hibernating
15833,United Kingdom,737,1,80.4,5,2,1,2.6666666666666665,1,24,16.08,0,1,2,Hibernating
17752,United Kingdom,359,1,80.64,4,1,1,2.0,1,192,80.64,0,1,2,Hibernating
16789,United Kingdom,8,1,80.8,1,1,1,1.0,1,32,16.16,0,0,0,Loyal Regulars
17336,United Kingdom,472,1,81.12,5,1,1,2.3333333333333335,1,48,81.12,0,1,2,Hibernating
15170,United Kingdom,406,1,81.15,4,1,1,2.0,1,33,20.29,0,1,2,Hibernating
14717,United Kingdom,733,1,81.3,5,2,1,2.6666666666666665,1,32,7.39,0,1,2,Hibernating
17008,United Kingdom,429,1,81.36,5,1,1,2.3333333333333335,1,24,81.36,0,1,2,Hibernating
17620,United Kingdom,59,1,81.44,2,1,1,1.3333333333333333,1,60,20.36,0,0,0,Loyal Regulars
13006,United Kingdom,56,1,81.57,2,1,1,1.3333333333333333,1,55,20.39,0,0,0,Loyal Regulars
13215,United Kingdom,402,1,81.6,4,1,1,2.0,1,96,81.6,0,1,2,Hibernating
16028,United Kingdom,595,1,82.2,5,2,1,2.6666666666666665,1,18,16.44,0,1,2,Hibernating
13469,United Kingdom,653,1,82.4,5,2,1,2.6666666666666665,1,52,13.73,0,1,2,Hibernating
14347,United Kingdom,736,1,82.6,5,2,1,2.6666666666666665,1,48,13.77,0,1,2,Hibernating
15094,United Kingdom,463,2,83.0,5,2,1,2.6666666666666665,2,28,16.6,181,1,2,Hibernating
12401,Belgium,303,1,84.3,4,1,1,2.0,1,11,16.86,0,1,2,Hibernating
13841,United Kingdom,252,1,85.0,4,1,1,2.0,1,100,85.0,0,1,2,Hibernating
15541,United Kingdom,114,1,85.13,3,1,1,1.6666666666666667,1,49,2.94,0,1,0,Loyal Regulars
13180,United Kingdom,607,1,86.1,5,2,1,2.6666666666666665,1,42,21.53,0,1,2,Hibernating
17763,United Kingdom,263,4,86.15,4,3,1,2.6666666666666665,4,41,6.15,396,1,2,Hibernating
17606,United Kingdom,737,1,87.3,5,2,1,2.6666666666666665,1,42,14.55,0,1,2,Hibernating
16564,United Kingdom,569,1,87.8,5,2,1,2.6666666666666665,1,40,17.56,0,1,2,Hibernating
15083,United Kingdom,256,1,88.2,4,1,1,2.0,1,38,17.64,0,1,2,Hibernating
15603,United Kingdom,78,2,88.48,3,2,1,2.0,2,128,22.12,570,0,0,Loyal Regulars
13222,United Kingdom,577,1,88.5,5,2,1,2.6666666666666665,1,30,88.5,0,1,2,Hibernating
14760,United Kingdom,297,1,89.2,4,1,1,2.0,1,40,17.84,0,1,2,Hibernating
13535,United Kingdom,402,1,89.5,4,1,1,2.0,1,10,89.5,0,1,2,Hibernating
16061,United Kingdom,431,1,89.65,5,1,1,2.3333333333333335,1,19,29.88,0,1,2,Hibernating
15686,United Kingdom,420,1,90.0,5,1,1,2.3333333333333335,1,72,90.0,0,1,2,Hibernating
14117,United Kingdom,143,1,90.0,3,1,1,1.6666666666666667,1,72,30.0,0,1,0,Loyal Regulars
16597,United Kingdom,4,1,90.04,1,1,1,1.0,1,184,12.86,0,0,0,Loyal Regulars
16506,United Kingdom,19,2,90.3,1,3,1,1.6666666666666667,2,42,30.1,21,0,0,Loyal Regulars
14435,United Kingdom,501,1,90.42,5,1,1,2.3333333333333335,1,282,30.14,0,1,2,Hibernating
13947,United Kingdom,65,1,90.6,3,1,1,1.6666666666666667,1,44,18.12,0,0,0,Loyal Regulars
14786,United Kingdom,550,1,90.96,5,2,1,2.6666666666666665,1,112,12.99,0,1,2,Hibernating
13392,United Kingdom,677,1,91.14,5,2,1,2.6666666666666665,1,82,11.39,0,1,2,Hibernating
12659,France,29,1,91.68,2,1,1,1.3333333333333333,1,105,18.34,0,0,0,Loyal Regulars
13160,United Kingdom,22,1,91.8,2,1,1,1.3333333333333333,1,56,22.95,0,0,0,Loyal Regulars
16831,United Kingdom,564,1,91.8,5,2,1,2.6666666666666665,1,48,15.3,0,1,2,Hibernating
14054,United Kingdom,65,1,92.46,3,1,1,1.6666666666666667,1,62,15.41,0,0,0,Loyal Regulars
16196,United Kingdom,488,1,93.3,5,1,1,2.3333333333333335,1,26,23.32,0,1,2,Hibernating
15082,United Kingdom,668,1,93.35,5,2,1,2.6666666666666665,1,43,15.56,0,1,2,Hibernating
12992,United Kingdom,725,1,93.35,5,2,1,2.6666666666666665,1,21,15.56,0,1,2,Hibernating
15305,United Kingdom,555,1,93.6,5,2,1,2.6666666666666665,1,40,18.72,0,1,2,Hibernating
14394,United Kingdom,564,1,93.8,5,2,1,2.6666666666666665,1,58,15.63,0,1,2,Hibernating
15397,United Kingdom,289,1,94.0,4,1,1,2.0,1,20,15.67,0,1,2,Hibernating
15868,United Kingdom,583,1,94.53,5,2,1,2.6666666666666665,1,57,23.63,0,1,2,Hibernating
14833,United Kingdom,498,1,94.8,5,1,1,2.3333333333333335,1,58,13.54,0,1,2,Hibernating
15285,United Kingdom,407,1,94.92,4,1,1,2.0,1,120,15.82,0,1,2,Hibernating
12548,Spain,166,1,95.2,3,1,1,1.6666666666666667,1,49,19.04,0,1,0,Loyal Regulars
18249,United Kingdom,17,1,95.34,1,1,1,1.0,1,128,11.92,0,0,0,Loyal Regulars
17024,United Kingdom,45,3,95.85,2,3,1,2.0,3,69,31.95,112,0,0,Loyal Regulars
13793,United Kingdom,646,1,96.0,5,2,1,2.6666666666666665,1,52,13.71,0,1,2,Hibernating
14642,United Kingdom,58,1,96.12,2,1,1,1.3333333333333333,1,76,48.06,0,0,0,Loyal Regulars
12652,Germany,434,1,97.05,5,1,1,2.3333333333333335,1,505,19.17,0,1,2,Hibernating
12652,Germany,434,1,97.05,5,1,1,2.3333333333333335,1,31,32.35,0,1,2,Hibernating
12984,United Kingdom,18,1,97.5,1,1,1,1.0,1,26,24.38,0,0,0,Loyal Regulars
17395,United Kingdom,508,1,97.5,5,1,1,2.3333333333333335,1,66,32.5,0,1,2,Hibernating
18033,United Kingdom,65,1,97.97,3,1,1,1.6666666666666667,1,253,2.88,0,0,0,Loyal Regulars
17895,United Kingdom,44,1,98.0,2,1,1,1.3333333333333333,1,130,6.12,0,0,0,Loyal Regulars
16694,United Kingdom,723,1,98.3,5,2,1,2.6666666666666665,1,26,32.77,0,1,2,Hibernating
17538,United Kingdom,25,1,98.42,2,1,1,1.3333333333333333,1,134,10.94,0,0,0,Loyal Regulars
12774,Netherlands,535,1,98.7,5,2,1,2.6666666666666665,1,53,16.45,0,1,2,Hibernating
17939,United Kingdom,159,1,99.14,3,1,1,1.6666666666666667,1,40,8.26,0,1,0,Loyal Regulars
17570,United Kingdom,381,1,100.0,4,1,1,2.0,1,1,100.0,0,1,2,Hibernating
15635,United Kingdom,395,1,100.35,4,1,1,2.0,1,5,50.17,0,1,2,Hibernating
14371,United Kingdom,295,1,100.5,4,1,1,2.0,1,34,25.12,0,1,2,Hibernating
17427,United Kingdom,71,1,100.8,3,1,1,1.6666666666666667,1,34,50.4,0,0,0,Loyal Regulars
17224,United Kingdom,501,1,100.86,5,1,1,2.3333333333333335,1,65,12.61,0,1,2,Hibernating
14946,United Kingdom,14,1,100.9,1,1,1,1.0,1,22,33.63,0,0,0,Loyal Regulars
17493,United Kingdom,385,1,100.91,4,1,1,2.0,1,62,12.61,0,1,2,Hibernating
16498,United Kingdom,161,2,100.97,3,2,1,2.0,2,45,6.73,1,1,0,Loyal Regulars
17741,United Kingdom,406,2,101.1,4,2,1,2.3333333333333335,2,114,16.85,154,1,2,Hibernating
13011,United Kingdom,372,1,101.1,4,1,1,2.0,1,26,16.85,0,1,2,Hibernating
18195,United Kingdom,387,1,101.16,4,1,1,2.0,1,60,20.23,0,1,2,Hibernating
18086,United Kingdom,274,1,101.34,4,1,1,2.0,1,106,14.48,0,1,2,Hibernating
16944,United Kingdom,609,1,101.36,5,2,1,2.6666666666666665,1,27,14.48,0,1,2,Hibernating
18068,United Kingdom,289,1,101.7,4,1,1,2.0,1,6,101.7,0,1,2,Hibernating
16516,United Kingdom,30,1,101.7,2,1,1,1.3333333333333333,1,58,16.95,0,0,0,Loyal Regulars
13829,United Kingdom,421,1,102.0,5,1,1,2.3333333333333335,1,12,102.0,0,1,2,Hibernating
15486,United Kingdom,527,1,102.0,5,1,1,2.3333333333333335,1,40,102.0,0,1,2,Hibernating
14836,United Kingdom,10,3,102.45,1,3,1,1.6666666666666667,3,45,17.07,20,0,0,Loyal Regulars
17467,United Kingdom,395,1,102.6,4,1,1,2.0,1,20,25.65,0,1,2,Hibernating
15924,United Kingdom,731,1,102.82,5,2,1,2.6666666666666665,1,103,6.85,0,1,2,Hibernating
14542,United Kingdom,185,1,103.25,3,1,1,1.6666666666666667,1,19,20.65,0,1,0,Loyal Regulars
16896,United Kingdom,555,1,103.95,5,2,1,2.6666666666666665,1,18,5.77,0,1,2,Hibernating
16375,United Kingdom,470,2,104.0,5,2,1,2.6666666666666665,2,74,8.0,0,1,2,Hibernating
17328,United Kingdom,673,1,104.7,5,2,1,2.6666666666666665,1,86,17.45,0,1,2,Hibernating
14027,United Kingdom,60,1,104.82,3,1,1,1.6666666666666667,1,62,17.47,0,0,0,Loyal Regulars
15340,United Kingdom,561,1,105.5,5,2,1,2.6666666666666665,1,76,15.07,0,1,2,Hibernating
14579,United Kingdom,432,1,105.56,5,1,1,2.3333333333333335,1,56,4.22,0,1,2,Hibernating
15642,United Kingdom,729,1,105.78,5,2,1,2.6666666666666665,1,270,17.63,0,1,2,Hibernating
18103,United Kingdom,549,1,105.8,5,2,1,2.6666666666666665,1,23,10.58,0,1,2,Hibernating
16581,United Kingdom,182,1,105.84,3,1,1,1.6666666666666667,1,134,11.76,0,1,0,Loyal Regulars
17791,United Kingdom,29,1,106.1,2,1,1,1.3333333333333333,1,46,10.61,0,0,0,Loyal Regulars
15168,United Kingdom,25,1,106.56,2,1,1,1.3333333333333333,1,52,21.31,0,0,0,Loyal Regulars
14637,United Kingdom,677,1,106.68,5,2,1,2.6666666666666665,1,100,15.24,0,1,2,Hibernating
16082,United Kingdom,670,1,106.75,5,2,1,2.6666666666666665,1,39,6.67,0,1,2,Hibernating
16630,United Kingdom,407,1,106.8,4,1,1,2.0,1,72,26.7,0,1,2,Hibernating
15846,United Kingdom,385,1,107.01,4,1,1,2.0,1,79,3.69,0,1,2,Hibernating
16047,EIRE,682,1,107.14,5,2,1,2.6666666666666665,1,1,107.14,0,1,2,Hibernating
15328,United Kingdom,407,1,107.24,4,1,1,2.0,1,88,13.4,0,1,2,Hibernating
16301,United Kingdom,736,1,107.33,5,2,1,2.6666666666666665,1,41,17.89,0,1,2,Hibernating
15395,United Kingdom,325,1,107.45,4,1,1,2.0,1,17,15.35,0,1,2,Hibernating
14943,United Kingdom,663,1,107.62,5,2,1,2.6666666666666665,1,46,21.52,0,1,2,Hibernating
13580,United Kingdom,406,1,107.75,4,1,1,2.0,1,45,21.55,0,1,2,Hibernating
15583,United Kingdom,376,1,107.86,4,1,1,2.0,1,63,2.34,0,1,2,Hibernating
14661,United Kingdom,26,1,107.95,2,1,1,1.3333333333333333,1,35,26.99,0,0,0,Loyal Regulars
14374,United Kingdom,541,1,108.0,5,2,1,2.6666666666666665,1,20,15.43,0,1,2,Hibernating
16106,United Kingdom,65,1,108.38,3,1,1,1.6666666666666667,1,74,18.06,0,0,0,Loyal Regulars
14345,United Kingdom,38,1,108.98,2,1,1,1.3333333333333333,1,50,18.16,0,0,0,Loyal Regulars
16664,United Kingdom,569,1,109.2,5,2,1,2.6666666666666665,1,24,13.65,0,1,2,Hibernating
16363,United Kingdom,53,1,109.36,2,1,1,1.3333333333333333,1,52,21.87,0,0,0,Loyal Regulars
14033,United Kingdom,555,1,109.44,5,2,1,2.6666666666666665,1,576,109.44,0,1,2,Hibernating
15851,United Kingdom,526,1,109.73,5,1,1,2.3333333333333335,1,67,13.72,0,1,2,Hibernating
16339,United Kingdom,284,1,109.95,4,1,1,2.0,1,23,5.5,0,1,2,Hibernating
17836,United Kingdom,47,1,110.21,2,1,1,1.3333333333333333,1,88,4.59,0,0,0,Loyal Regulars
14641,United Kingdom,21,1,110.46,2,1,1,1.3333333333333333,1,90,15.78,0,0,0,Loyal Regulars
16963,United Kingdom,187,1,110.55,3,1,1,1.6666666666666667,1,35,15.79,0,1,0,Loyal Regulars
14787,United Kingdom,471,1,110.65,5,1,1,2.3333333333333335,1,59,7.38,0,1,2,Hibernating
